id;HRV;STATUS;SLEEP;SLEERATE;HRVMEAN;BBLC;Garlow;Gar;hrv4
201;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;82;0;21;65;61;94
197;0;GADGET GAMA BAJA;POSITIVE_OPTIMAL_STRUCTURE;91;0;5;73;72;75
206;0;;NEGATIVE_DISCONTINUOUS;62;0;23;71;96;96
197;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;48;0;14;64;32;52
201;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;76;0;26;68;78;83
209;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;84;0;23;72;53;98
210;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;58;0;6;66;46;68
168;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;69;0;15;69;61;61
161;0;GADGET GAMA BAJA;NEGATIVE_NOT_RESTORATIVE;33;0;15;65;24;39
181;0;GADGET GAMA BAJA;NEGATIVE_NOT_RESTORATIVE;40;0;12;64;35;46
184;0;GADGET GAMA BAJA;POSITIVE_SHORT_BUT_RECOVERING;64;0;11;73;69;86
196;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;77;0;57;78;33;74
86;0;GADGET GAMA BAJA;NEGATIVE_POOR_STRUCTURE;52;0;22;75;75;88
116;0;GADGET GAMA BAJA;NEGATIVE_LIGHT;60;0;11;67;44;74
123;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;77;0;18;74;66;83
60;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;73;0;26;70;43;74
71;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_POOR_QUALITY;53;0;24;72;48;96
125;0;GADGET GAMA BAJA;POSITIVE_OPTIMAL_STRUCTURE;91;0;13;66;77;95
134;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;77;0;15;68;69;83
144;0;GADGET GAMA BAJA;POSITIVE_OPTIMAL_STRUCTURE;92;0;19;72;56;94
156;0;GADGET GAMA BAJA;POSITIVE_DEEP;78;0;14;71;64;76
152;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;81;0;31;78;62;92
154;0;GADGET GAMA BAJA;POSITIVE_RECOVERING;79;0;20;68;59;97
216;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;64;0;25;83;71;95
222;0;GADGET GAMA BAJA;NEGATIVE_RESTLESS;67;0;10;71;67;97
232;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;79;0;23;71;65;98
262;0;GADGET GAMA BAJA;POSITIVE_RECOVERING;79;0;37;86;50;99
273;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;80;0;11;67;51;78
237;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;79;0;35;79;66;97
297;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;77;0;18;68;56;92
299;0;GADGET GAMA BAJA;POSITIVE_DEEP;76;0;19;69;43;73
304;0;GADGET GAMA BAJA;NEGATIVE_NOT_RESTORATIVE;47;0;5;56;27;32
309;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;83;0;23;70;70;93
312;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;88;0;37;78;45;90
315;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;71;0;11;61;39;51
317;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_RECOVERING;83;0;15;67;90;87
328;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CALM;78;0;9;64;66;70
332;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;85;0;30;79;62;90
336;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;76;0;23;75;57;70
339;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;78;0;24;72;45;67
343;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;55;0;25;79;37;93
350;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;48;0;14;62;41;48
349;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;86;0;6;60;69;87
345;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CALM;78;0;18;69;57;70
390;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;57;0;19;73;61;80
392;0;GADGET GAMA BAJA;POSITIVE_HIGHLY_RECOVERING;90;0;28;76;58;98
393;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;69;0;36;75;44;67
402;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;81;0;32;77;67;97
408;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;65;0;11;75;58;72
410;0;GADGET GAMA BAJA;NEGATIVE_RESTLESS;70;0;37;74;41;74
419;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;74;0;25;77;66;91
414;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;82;0;29;76;65;93
425;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;79;0;20;71;62;82
428;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;65;0;16;73;59;67
441;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_DEEP;78;0;18;74;55;83
447;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;75;0;6;65;59;67
447;0;GADGET GAMA BAJA;POSITIVE_REFRESHING;70;0;5;68;54;58
441;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;80;0;18;77;61;73
428;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_DEEP;78;0;5;61;41;70
430;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;84;0;25;76;72;93
425;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;88;0;13;67;64;84
450;0;GADGET GAMA BAJA;POSITIVE_RECOVERING;86;0;26;81;82;99
414;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;79;0;24;74;63;84
419;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;63;0;16;72;50;72
421;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;87;0;28;71;52;98
410;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;67;0;27;78;49;72
408;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_RECOVERING;77;0;13;69;75;85
402;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;37;0;33;65;29;62
393;0;GADGET GAMA BAJA;POSITIVE_DEEP;73;0;35;75;27;62
392;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;62;0;13;73;44;67
390;0;GADGET GAMA BAJA;POSITIVE_SHORT_BUT_RECOVERING;62;0;18;82;74;84
345;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CALM;83;0;9;60;58;81
350;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;76;0;11;61;48;65
361;95;BALANCED;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;72;80;34;77;73;93
343;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_QUALITY;48;0;17;75;49;61
333;0;GADGET GAMA BAJA;POSITIVE_RECOVERING;75;0;14;69;66;83
332;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;84;0;30;78;60;92
328;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;83;0;15;70;72;88
315;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;48;0;11;61;28;39
312;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;86;0;24;78;64;93
309;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;81;0;26;74;62;87
304;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_LIGHT;67;0;5;62;36;39
299;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;57;0;12;64;34;50
300;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;78;0;31;72;70;99
297;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_POOR_QUALITY;60;0;18;76;70;80
273;0;GADGET GAMA BAJA;POSITIVE_DEEP;74;0;9;69;54;60
262;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;77;0;36;84;57;86
232;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;79;0;22;78;65;81
222;0;GADGET GAMA BAJA;NEGATIVE_POOR_STRUCTURE;43;0;7;76;67;62
216;0;GADGET GAMA BAJA;NEGATIVE_POOR_STRUCTURE;49;0;19;79;62;89
152;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_NONRECOVERING;59;0;23;76;45;65
156;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;83;0;7;64;65;80
144;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_DISCONTINUOUS;75;0;12;71;61;80
125;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;79;0;5;65;67;76
71;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_DISCONTINUOUS;71;0;38;73;38;66
60;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;83;0;26;74;60;86
4;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_RECOVERING;83;0;37;77;52;99
123;0;GADGET GAMA BAJA;POSITIVE_OPTIMAL_STRUCTURE;90;0;13;70;57;90
116;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;43;0;5;72;43;43
86;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_RESTLESS;83;0;31;80;73;93
196;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CALM;88;0;35;74;41;92
184;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;69;0;14;73;69;77
191;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;82;0;38;80;65;96
181;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CONTINUOUS;80;0;18;72;58;74
161;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_NONRECOVERING;44;0;10;65;39;51
210;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;50;0;5;72;61;41
209;0;GADGET GAMA BAJA;NEGATIVE_RESTLESS;63;0;9;65;51;71
197;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;50;0;10;66;34;49
206;0;;POSITIVE_LONG_AND_RECOVERING;82;0;27;77;59;99
206;0;;NEGATIVE_DISCONTINUOUS;66;0;25;76;53;69
197;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_RESTORATIVE;48;0;5;55;25;32
201;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_DEEP;76;0;20;63;76;80
209;0;GADGET GAMA BAJA;NEGATIVE_NOT_RESTORATIVE;39;0;7;67;35;35
210;0;GADGET GAMA BAJA;NEGATIVE_DISCONTINUOUS;65;0;24;81;75;89
168;0;GADGET GAMA BAJA;NEGATIVE_NOT_RESTORATIVE;47;0;5;57;27;32
161;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_NONRECOVERING;57;0;9;66;35;44
181;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;49;0;33;70;29;82
196;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_CALM;83;0;41;76;65;75
86;0;GADGET GAMA BAJA;NEGATIVE_RESTLESS;69;0;23;71;60;83
123;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_QUALITY;36;0;5;64;40;29
116;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;79;0;29;71;57;89
4;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_NOT_ENOUGH_REM;75;0;37;84;66;92
60;0;GADGET GAMA BAJA;NEGATIVE_SHORT_AND_POOR_STRUCTURE;62;0;27;75;48;70
125;0;GADGET GAMA BAJA;NEGATIVE_LIGHT;60;0;5;72;68;71
134;0;GADGET GAMA BAJA;NEGATIVE_NOT_ENOUGH_REM;57;0;26;75;58;87
144;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_REFRESHING;80;0;12;76;83;95
156;0;GADGET GAMA BAJA;POSITIVE_CONTINUOUS;76;0;7;71;63;65
152;0;GADGET GAMA BAJA;NEGATIVE_LONG_BUT_POOR_QUALITY;58;0;23;79;51;72
216;0;GADGET GAMA BAJA;NEGATIVE_POOR_STRUCTURE;45;0;12;76;50;63
222;0;GADGET GAMA BAJA;POSITIVE_LONG_AND_RECOVERING;80;0;24;80;70;94
